id_struk,waktu_transaksi,kode_outlet,kode_menu,jumlah_item,harga_satuan,hpp_satuan,total_bruto,nominal_diskon,total_netto,margin_profit,metode_bayar,tipe_pesanan
FNB-20251632,2025-02-03 17:43:00,OUT-04,MNU-09,2,22000,10000,44000,0,44000,24000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251633,2025-02-10 16:59:00,OUT-03,MNU-05,1,90000,52000,90000,13500,76500,24500,Kartu Kredit,Online Delivery Instant
FNB-20251634,2025-06-19 10:40:00,OUT-04,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251635,2025-10-01 12:02:00,OUT-05,MNU-04,3,82000,45000,246000,0,246000,111000,Tunai / Cash,Online Delivery Instant
FNB-20251636,2025-07-16 14:01:00,OUT-02,MNU-08,1,28000,12000,28000,4200,23800,11800,Tunai / Cash,Takeaway
FNB-20251637,2025-05-14 16:38:00,OUT-05,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Dine In
FNB-20251638,2025-12-07 17:39:00,OUT-01,MNU-07,2,24000,9000,48000,2400,45600,27600,Tunai / Cash,Catering & Parcel
FNB-20251639,2025-04-02 14:02:00,OUT-04,MNU-03,4,68000,36000,272000,0,272000,128000,Tunai / Cash,Takeaway
FNB-20251640,2025-07-19 19:52:00,OUT-01,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Kredit,Takeaway
FNB-20251641,2025-07-06 21:05:00,OUT-03,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251642,2025-05-19 08:23:00,OUT-03,MNU-09,1,22000,10000,22000,1100,20900,10900,Kartu Kredit,Dine In
FNB-20251643,2025-02-25 17:29:00,OUT-03,MNU-08,4,28000,12000,112000,5600,106400,58400,QRIS / E-Wallet,Online Delivery Instant
FNB-20251644,2025-07-31 21:19:00,OUT-01,MNU-08,1,28000,12000,28000,0,28000,16000,Tunai / Cash,Online Delivery Instant
FNB-20251645,2025-10-03 11:29:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Dine In
FNB-20251646,2025-02-21 21:51:00,OUT-02,MNU-10,2,55000,28000,110000,0,110000,54000,Tunai / Cash,Online Delivery Instant
FNB-20251647,2025-08-04 08:26:00,OUT-02,MNU-07,1,24000,9000,24000,0,24000,15000,QRIS / E-Wallet,Dine In
FNB-20251648,2025-03-27 16:02:00,OUT-04,MNU-01,1,75000,42000,75000,7500,67500,25500,Kartu Kredit,Online Delivery Instant
FNB-20251649,2025-11-23 15:08:00,OUT-02,MNU-03,1,68000,36000,68000,0,68000,32000,QRIS / E-Wallet,Catering & Parcel
FNB-20251650,2025-01-29 21:07:00,OUT-05,MNU-01,1,75000,42000,75000,0,75000,33000,Tunai / Cash,Takeaway
FNB-20251651,2025-08-16 20:24:00,OUT-04,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Dine In
FNB-20251652,2025-06-03 09:55:00,OUT-02,MNU-01,2,75000,42000,150000,0,150000,66000,QRIS / E-Wallet,Takeaway
FNB-20251653,2025-10-24 18:48:00,OUT-03,MNU-06,1,45000,24000,45000,0,45000,21000,QRIS / E-Wallet,Catering & Parcel
FNB-20251654,2025-04-28 18:24:00,OUT-01,MNU-03,5,68000,36000,340000,0,340000,160000,QRIS / E-Wallet,Dine In
FNB-20251655,2025-07-26 19:12:00,OUT-05,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Kredit,Dine In
FNB-20251656,2025-07-18 14:28:00,OUT-04,MNU-07,1,24000,9000,24000,1200,22800,13800,Kartu Kredit,Catering & Parcel
FNB-20251657,2025-03-09 13:09:00,OUT-04,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Dine In
FNB-20251658,2025-04-24 11:04:00,OUT-01,MNU-02,2,85000,48000,170000,0,170000,74000,Kartu Debit BSI / Mandiri,Dine In
FNB-20251659,2025-09-29 17:19:00,OUT-02,MNU-06,1,45000,24000,45000,2250,42750,18750,Tunai / Cash,Dine In
FNB-20251660,2025-11-05 14:51:00,OUT-01,MNU-10,2,55000,28000,110000,11000,99000,43000,QRIS / E-Wallet,Dine In
FNB-20251661,2025-04-24 15:36:00,OUT-02,MNU-09,3,22000,10000,66000,0,66000,36000,Kartu Kredit,Takeaway
FNB-20251662,2025-11-16 14:05:00,OUT-01,MNU-03,3,68000,36000,204000,0,204000,96000,Kartu Kredit,Takeaway
FNB-20251663,2025-10-24 16:07:00,OUT-04,MNU-04,5,82000,45000,410000,0,410000,185000,Tunai / Cash,Catering & Parcel
FNB-20251664,2025-12-25 18:16:00,OUT-04,MNU-03,1,68000,36000,68000,0,68000,32000,Tunai / Cash,Catering & Parcel
FNB-20251665,2025-12-10 16:02:00,OUT-05,MNU-02,2,85000,48000,170000,8500,161500,65500,Kartu Kredit,Takeaway
FNB-20251666,2025-07-17 14:24:00,OUT-03,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251667,2025-02-17 16:41:00,OUT-05,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Catering & Parcel
FNB-20251668,2025-05-24 17:49:00,OUT-04,MNU-09,3,22000,10000,66000,0,66000,36000,QRIS / E-Wallet,Catering & Parcel
FNB-20251669,2025-04-02 17:26:00,OUT-01,MNU-05,3,90000,52000,270000,0,270000,114000,Kartu Kredit,Dine In
FNB-20251670,2025-12-28 08:15:00,OUT-05,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Catering & Parcel
FNB-20251671,2025-07-02 19:03:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251672,2025-09-12 11:50:00,OUT-03,MNU-06,1,45000,24000,45000,2250,42750,18750,Tunai / Cash,Takeaway
FNB-20251673,2025-11-02 21:04:00,OUT-05,MNU-09,1,22000,10000,22000,1100,20900,10900,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251674,2025-05-22 21:01:00,OUT-03,MNU-08,1,28000,12000,28000,2800,25200,13200,Tunai / Cash,Takeaway
FNB-20251675,2025-06-16 12:19:00,OUT-05,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Kredit,Dine In
FNB-20251676,2025-09-11 21:51:00,OUT-01,MNU-06,3,45000,24000,135000,13500,121500,49500,Tunai / Cash,Online Delivery Instant
FNB-20251677,2025-05-05 10:57:00,OUT-02,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Kredit,Online Delivery Instant
FNB-20251678,2025-11-27 15:34:00,OUT-03,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Kredit,Takeaway
FNB-20251679,2025-05-05 18:43:00,OUT-02,MNU-07,3,24000,9000,72000,7200,64800,37800,Kartu Kredit,Dine In
FNB-20251680,2025-06-10 09:39:00,OUT-02,MNU-04,1,82000,45000,82000,0,82000,37000,QRIS / E-Wallet,Takeaway
FNB-20251681,2025-06-30 09:31:00,OUT-02,MNU-08,4,28000,12000,112000,0,112000,64000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251682,2025-03-16 18:54:00,OUT-04,MNU-05,1,90000,52000,90000,13500,76500,24500,Tunai / Cash,Online Delivery Instant
FNB-20251683,2025-06-26 20:34:00,OUT-01,MNU-04,2,82000,45000,164000,24600,139400,49400,Kartu Kredit,Catering & Parcel
FNB-20251684,2025-03-27 17:00:00,OUT-01,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Kredit,Takeaway
FNB-20251685,2025-05-27 10:09:00,OUT-02,MNU-06,1,45000,24000,45000,4500,40500,16500,Kartu Kredit,Catering & Parcel
FNB-20251686,2025-07-05 12:06:00,OUT-03,MNU-03,2,68000,36000,136000,6800,129200,57200,Kartu Debit BSI / Mandiri,Dine In
FNB-20251687,2025-04-27 14:38:00,OUT-01,MNU-09,4,22000,10000,88000,0,88000,48000,QRIS / E-Wallet,Dine In
FNB-20251688,2025-08-01 18:45:00,OUT-04,MNU-06,4,45000,24000,180000,9000,171000,75000,Kartu Kredit,Online Delivery Instant
FNB-20251689,2025-12-22 14:55:00,OUT-04,MNU-10,1,55000,28000,55000,5500,49500,21500,Kartu Kredit,Catering & Parcel
FNB-20251690,2025-08-26 17:26:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,Tunai / Cash,Takeaway
FNB-20251691,2025-02-25 15:49:00,OUT-01,MNU-03,3,68000,36000,204000,0,204000,96000,Tunai / Cash,Takeaway
FNB-20251692,2025-07-15 16:17:00,OUT-03,MNU-06,1,45000,24000,45000,2250,42750,18750,QRIS / E-Wallet,Dine In
FNB-20251693,2025-12-23 11:18:00,OUT-02,MNU-03,1,68000,36000,68000,6800,61200,25200,QRIS / E-Wallet,Catering & Parcel
FNB-20251694,2025-08-20 17:22:00,OUT-03,MNU-07,2,24000,9000,48000,0,48000,30000,Tunai / Cash,Dine In
FNB-20251695,2025-05-31 14:11:00,OUT-01,MNU-06,3,45000,24000,135000,0,135000,63000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251696,2025-05-10 12:04:00,OUT-01,MNU-01,2,75000,42000,150000,7500,142500,58500,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251697,2025-04-01 07:02:00,OUT-01,MNU-07,1,24000,9000,24000,0,24000,15000,Tunai / Cash,Takeaway
FNB-20251698,2025-01-30 20:59:00,OUT-01,MNU-08,3,28000,12000,84000,4200,79800,43800,QRIS / E-Wallet,Dine In
FNB-20251699,2025-03-01 16:54:00,OUT-05,MNU-06,3,45000,24000,135000,6750,128250,56250,QRIS / E-Wallet,Online Delivery Instant
FNB-20251700,2025-07-10 09:51:00,OUT-01,MNU-06,2,45000,24000,90000,0,90000,42000,Tunai / Cash,Online Delivery Instant
FNB-20251701,2025-02-16 15:22:00,OUT-01,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Kredit,Catering & Parcel
FNB-20251702,2025-09-27 11:31:00,OUT-02,MNU-04,1,82000,45000,82000,16400,65600,20600,QRIS / E-Wallet,Catering & Parcel
FNB-20251703,2025-12-10 17:04:00,OUT-01,MNU-05,1,90000,52000,90000,4500,85500,33500,Kartu Debit BSI / Mandiri,Dine In
FNB-20251704,2025-03-29 09:47:00,OUT-04,MNU-05,1,90000,52000,90000,4500,85500,33500,Tunai / Cash,Dine In
FNB-20251705,2025-01-27 18:14:00,OUT-02,MNU-05,2,90000,52000,180000,0,180000,76000,QRIS / E-Wallet,Takeaway
FNB-20251706,2025-12-20 21:43:00,OUT-05,MNU-03,1,68000,36000,68000,0,68000,32000,Tunai / Cash,Dine In
FNB-20251707,2025-03-26 20:17:00,OUT-04,MNU-01,3,75000,42000,225000,11250,213750,87750,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251708,2025-10-14 11:16:00,OUT-04,MNU-01,2,75000,42000,150000,0,150000,66000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251709,2025-04-30 19:26:00,OUT-01,MNU-05,1,90000,52000,90000,9000,81000,29000,Kartu Kredit,Dine In
FNB-20251710,2025-10-01 10:46:00,OUT-05,MNU-09,2,22000,10000,44000,0,44000,24000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251711,2025-06-01 10:14:00,OUT-03,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251712,2025-06-19 21:42:00,OUT-02,MNU-10,1,55000,28000,55000,0,55000,27000,Kartu Debit BSI / Mandiri,Dine In
FNB-20251713,2025-02-02 08:52:00,OUT-05,MNU-06,1,45000,24000,45000,4500,40500,16500,Kartu Debit BSI / Mandiri,Dine In
FNB-20251714,2025-11-28 16:46:00,OUT-02,MNU-10,2,55000,28000,110000,0,110000,54000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251715,2025-09-22 20:52:00,OUT-03,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251716,2025-06-01 15:12:00,OUT-03,MNU-06,8,45000,24000,360000,0,360000,168000,Tunai / Cash,Takeaway
FNB-20251717,2025-11-13 11:46:00,OUT-01,MNU-04,2,82000,45000,164000,8200,155800,65800,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251718,2025-08-25 21:09:00,OUT-01,MNU-01,1,75000,42000,75000,0,75000,33000,Kartu Kredit,Online Delivery Instant
FNB-20251719,2025-01-04 20:24:00,OUT-04,MNU-06,4,45000,24000,180000,18000,162000,66000,Kartu Kredit,Takeaway
FNB-20251720,2025-06-18 21:29:00,OUT-04,MNU-09,3,22000,10000,66000,0,66000,36000,Kartu Kredit,Online Delivery Instant
FNB-20251721,2025-04-15 11:24:00,OUT-04,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Debit BSI / Mandiri,Dine In
FNB-20251722,2025-03-20 12:51:00,OUT-05,MNU-07,2,24000,9000,48000,0,48000,30000,Tunai / Cash,Takeaway
FNB-20251723,2025-06-04 14:25:00,OUT-05,MNU-07,3,24000,9000,72000,0,72000,45000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251724,2025-09-09 14:23:00,OUT-02,MNU-10,1,55000,28000,55000,0,55000,27000,QRIS / E-Wallet,Dine In
FNB-20251725,2025-12-11 11:56:00,OUT-03,MNU-07,1,24000,9000,24000,1200,22800,13800,QRIS / E-Wallet,Takeaway
FNB-20251726,2025-11-19 11:53:00,OUT-02,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Kredit,Takeaway
FNB-20251727,2025-01-31 18:50:00,OUT-01,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Kredit,Catering & Parcel
FNB-20251728,2025-05-31 20:33:00,OUT-04,MNU-01,3,75000,42000,225000,0,225000,99000,QRIS / E-Wallet,Catering & Parcel
FNB-20251729,2025-10-08 15:36:00,OUT-04,MNU-01,2,75000,42000,150000,7500,142500,58500,Kartu Debit BSI / Mandiri,Dine In
FNB-20251730,2025-04-26 09:39:00,OUT-04,MNU-03,2,68000,36000,136000,0,136000,64000,QRIS / E-Wallet,Takeaway
FNB-20251731,2025-01-07 11:25:00,OUT-02,MNU-04,2,82000,45000,164000,0,164000,74000,QRIS / E-Wallet,Catering & Parcel
FNB-20251732,2025-06-29 20:02:00,OUT-05,MNU-05,1,90000,52000,90000,0,90000,38000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251733,2025-10-03 13:36:00,OUT-02,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Kredit,Catering & Parcel
FNB-20251734,2025-10-21 17:51:00,OUT-04,MNU-05,4,90000,52000,360000,54000,306000,98000,QRIS / E-Wallet,Takeaway
FNB-20251735,2025-11-12 11:31:00,OUT-05,MNU-06,5,45000,24000,225000,0,225000,105000,QRIS / E-Wallet,Dine In
FNB-20251736,2025-07-21 16:27:00,OUT-04,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Debit BSI / Mandiri,Dine In
FNB-20251737,2025-04-21 08:28:00,OUT-02,MNU-07,1,24000,9000,24000,1200,22800,13800,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251738,2025-08-17 15:31:00,OUT-03,MNU-07,2,24000,9000,48000,0,48000,30000,Tunai / Cash,Dine In
FNB-20251739,2025-03-27 17:16:00,OUT-05,MNU-08,2,28000,12000,56000,8400,47600,23600,Kartu Kredit,Dine In
FNB-20251740,2025-11-22 19:50:00,OUT-02,MNU-09,2,22000,10000,44000,0,44000,24000,Kartu Kredit,Catering & Parcel
FNB-20251741,2025-09-09 17:41:00,OUT-03,MNU-05,1,90000,52000,90000,9000,81000,29000,Kartu Kredit,Dine In
FNB-20251742,2025-07-15 15:22:00,OUT-03,MNU-06,4,45000,24000,180000,0,180000,84000,Tunai / Cash,Catering & Parcel
FNB-20251743,2025-03-08 11:32:00,OUT-02,MNU-01,1,75000,42000,75000,0,75000,33000,Tunai / Cash,Online Delivery Instant
FNB-20251744,2025-06-27 10:40:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251745,2025-01-24 10:28:00,OUT-02,MNU-03,2,68000,36000,136000,6800,129200,57200,Tunai / Cash,Catering & Parcel
FNB-20251746,2025-02-08 12:27:00,OUT-03,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251747,2025-07-21 16:57:00,OUT-02,MNU-03,2,68000,36000,136000,0,136000,64000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251748,2025-04-30 13:32:00,OUT-02,MNU-04,2,82000,45000,164000,16400,147600,57600,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251749,2025-09-23 11:31:00,OUT-03,MNU-05,5,90000,52000,450000,0,450000,190000,Tunai / Cash,Dine In
FNB-20251750,2025-07-23 10:28:00,OUT-01,MNU-03,3,68000,36000,204000,10200,193800,85800,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251751,2025-12-21 08:15:00,OUT-04,MNU-05,2,90000,52000,180000,0,180000,76000,Tunai / Cash,Dine In
FNB-20251752,2025-05-29 10:09:00,OUT-03,MNU-05,2,90000,52000,180000,0,180000,76000,Tunai / Cash,Catering & Parcel
FNB-20251753,2025-08-17 18:41:00,OUT-04,MNU-02,2,85000,48000,170000,17000,153000,57000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251754,2025-01-28 10:50:00,OUT-01,MNU-06,2,45000,24000,90000,4500,85500,37500,Tunai / Cash,Dine In
FNB-20251755,2025-05-10 19:23:00,OUT-04,MNU-08,2,28000,12000,56000,2800,53200,29200,Tunai / Cash,Takeaway
FNB-20251756,2025-07-03 07:49:00,OUT-05,MNU-10,1,55000,28000,55000,0,55000,27000,QRIS / E-Wallet,Catering & Parcel
FNB-20251757,2025-01-22 17:54:00,OUT-05,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Online Delivery Instant
FNB-20251758,2025-09-07 11:26:00,OUT-01,MNU-01,2,75000,42000,150000,0,150000,66000,QRIS / E-Wallet,Takeaway
FNB-20251759,2025-01-15 09:27:00,OUT-05,MNU-03,2,68000,36000,136000,6800,129200,57200,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251760,2025-01-14 18:50:00,OUT-02,MNU-10,2,55000,28000,110000,5500,104500,48500,QRIS / E-Wallet,Takeaway
FNB-20251761,2025-04-04 15:19:00,OUT-03,MNU-04,1,82000,45000,82000,4100,77900,32900,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251762,2025-06-02 21:29:00,OUT-01,MNU-04,3,82000,45000,246000,12300,233700,98700,Kartu Kredit,Dine In
FNB-20251763,2025-11-04 10:47:00,OUT-04,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251764,2025-01-11 19:25:00,OUT-01,MNU-05,2,90000,52000,180000,0,180000,76000,Tunai / Cash,Takeaway
FNB-20251765,2025-03-26 07:17:00,OUT-04,MNU-02,1,85000,48000,85000,12750,72250,24250,Tunai / Cash,Takeaway
FNB-20251766,2025-04-14 10:48:00,OUT-05,MNU-05,5,90000,52000,450000,0,450000,190000,QRIS / E-Wallet,Dine In
FNB-20251767,2025-04-18 14:10:00,OUT-02,MNU-10,3,55000,28000,165000,0,165000,81000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251768,2025-12-04 15:00:00,OUT-01,MNU-10,5,55000,28000,275000,0,275000,135000,Tunai / Cash,Dine In
FNB-20251769,2025-08-09 10:35:00,OUT-01,MNU-06,3,45000,24000,135000,0,135000,63000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251770,2025-05-22 17:39:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Dine In
FNB-20251771,2025-07-27 19:53:00,OUT-05,MNU-05,2,90000,52000,180000,0,180000,76000,Kartu Kredit,Takeaway
FNB-20251772,2025-01-31 13:39:00,OUT-02,MNU-03,1,68000,36000,68000,10200,57800,21800,Kartu Kredit,Takeaway
FNB-20251773,2025-10-23 21:47:00,OUT-05,MNU-02,10,85000,48000,850000,0,850000,370000,QRIS / E-Wallet,Catering & Parcel
FNB-20251774,2025-09-25 08:43:00,OUT-02,MNU-08,4,28000,12000,112000,0,112000,64000,QRIS / E-Wallet,Catering & Parcel
FNB-20251775,2025-04-28 18:02:00,OUT-03,MNU-02,1,85000,48000,85000,0,85000,37000,QRIS / E-Wallet,Catering & Parcel
FNB-20251776,2025-09-20 10:26:00,OUT-01,MNU-09,1,22000,10000,22000,0,22000,12000,Tunai / Cash,Dine In
FNB-20251777,2025-02-19 11:52:00,OUT-01,MNU-03,1,68000,36000,68000,0,68000,32000,Kartu Kredit,Catering & Parcel
FNB-20251778,2025-03-04 11:34:00,OUT-02,MNU-01,1,75000,42000,75000,7500,67500,25500,QRIS / E-Wallet,Online Delivery Instant
FNB-20251779,2025-05-18 12:48:00,OUT-04,MNU-07,10,24000,9000,240000,0,240000,150000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251780,2025-11-29 08:57:00,OUT-05,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251781,2025-03-14 14:05:00,OUT-01,MNU-07,5,24000,9000,120000,0,120000,75000,Kartu Kredit,Takeaway
FNB-20251782,2025-08-29 15:31:00,OUT-01,MNU-03,4,68000,36000,272000,0,272000,128000,QRIS / E-Wallet,Takeaway
FNB-20251783,2025-01-18 07:29:00,OUT-05,MNU-02,3,85000,48000,255000,38250,216750,72750,Tunai / Cash,Catering & Parcel
FNB-20251784,2025-08-16 20:24:00,OUT-05,MNU-05,3,90000,52000,270000,0,270000,114000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251785,2025-02-23 12:37:00,OUT-03,MNU-08,3,28000,12000,84000,12600,71400,35400,Tunai / Cash,Dine In
FNB-20251786,2025-02-20 07:06:00,OUT-01,MNU-10,1,55000,28000,55000,0,55000,27000,Tunai / Cash,Online Delivery Instant
FNB-20251787,2025-01-07 20:38:00,OUT-05,MNU-08,3,28000,12000,84000,0,84000,48000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251788,2025-11-11 13:16:00,OUT-01,MNU-06,1,45000,24000,45000,0,45000,21000,QRIS / E-Wallet,Catering & Parcel
FNB-20251789,2025-09-21 16:18:00,OUT-04,MNU-05,2,90000,52000,180000,0,180000,76000,Tunai / Cash,Catering & Parcel
FNB-20251790,2025-04-17 08:42:00,OUT-04,MNU-04,1,82000,45000,82000,0,82000,37000,Tunai / Cash,Online Delivery Instant
FNB-20251791,2025-12-14 21:15:00,OUT-02,MNU-10,1,55000,28000,55000,0,55000,27000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251792,2025-06-30 17:13:00,OUT-04,MNU-05,1,90000,52000,90000,4500,85500,33500,QRIS / E-Wallet,Dine In
FNB-20251793,2025-06-14 11:13:00,OUT-04,MNU-05,5,90000,52000,450000,0,450000,190000,Kartu Kredit,Takeaway
FNB-20251794,2025-03-10 11:28:00,OUT-05,MNU-06,1,45000,24000,45000,6750,38250,14250,QRIS / E-Wallet,Dine In
FNB-20251795,2025-07-20 11:16:00,OUT-05,MNU-08,1,28000,12000,28000,0,28000,16000,QRIS / E-Wallet,Online Delivery Instant
FNB-20251796,2025-08-05 19:55:00,OUT-03,MNU-08,3,28000,12000,84000,12600,71400,35400,QRIS / E-Wallet,Dine In
FNB-20251797,2025-01-06 14:38:00,OUT-03,MNU-06,2,45000,24000,90000,0,90000,42000,Tunai / Cash,Dine In
FNB-20251798,2025-04-01 21:50:00,OUT-02,MNU-10,3,55000,28000,165000,0,165000,81000,Tunai / Cash,Online Delivery Instant
FNB-20251799,2025-03-19 07:01:00,OUT-05,MNU-01,1,75000,42000,75000,7500,67500,25500,QRIS / E-Wallet,Catering & Parcel
FNB-20251800,2025-11-19 20:27:00,OUT-04,MNU-08,1,28000,12000,28000,0,28000,16000,Kartu Kredit,Catering & Parcel
FNB-20251801,2025-01-27 12:27:00,OUT-05,MNU-01,1,75000,42000,75000,0,75000,33000,QRIS / E-Wallet,Takeaway
FNB-20251802,2025-03-22 20:50:00,OUT-01,MNU-09,1,22000,10000,22000,0,22000,12000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251803,2025-05-25 18:23:00,OUT-03,MNU-07,1,24000,9000,24000,0,24000,15000,Kartu Kredit,Dine In
FNB-20251804,2025-03-24 13:22:00,OUT-01,MNU-07,1,24000,9000,24000,0,24000,15000,QRIS / E-Wallet,Catering & Parcel
FNB-20251805,2025-08-27 21:41:00,OUT-02,MNU-09,1,22000,10000,22000,3300,18700,8700,Kartu Kredit,Dine In
FNB-20251806,2025-07-05 17:08:00,OUT-03,MNU-07,2,24000,9000,48000,2400,45600,27600,QRIS / E-Wallet,Dine In
FNB-20251807,2025-07-12 16:06:00,OUT-04,MNU-03,2,68000,36000,136000,0,136000,64000,Tunai / Cash,Online Delivery Instant
FNB-20251808,2025-01-19 17:33:00,OUT-04,MNU-06,2,45000,24000,90000,0,90000,42000,Kartu Debit BSI / Mandiri,Online Delivery Instant
FNB-20251809,2025-12-01 20:37:00,OUT-02,MNU-04,2,82000,45000,164000,24600,139400,49400,Tunai / Cash,Online Delivery Instant
FNB-20251810,2025-01-06 19:08:00,OUT-05,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Dine In
FNB-20251811,2025-07-29 21:18:00,OUT-05,MNU-07,1,24000,9000,24000,2400,21600,12600,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251812,2025-06-25 16:26:00,OUT-05,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251813,2025-10-11 08:12:00,OUT-01,MNU-06,1,45000,24000,45000,0,45000,21000,Kartu Kredit,Catering & Parcel
FNB-20251814,2025-06-06 18:55:00,OUT-02,MNU-09,2,22000,10000,44000,6600,37400,17400,QRIS / E-Wallet,Takeaway
FNB-20251815,2025-07-29 10:37:00,OUT-02,MNU-10,2,55000,28000,110000,16500,93500,37500,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251816,2025-02-14 09:41:00,OUT-04,MNU-08,3,28000,12000,84000,4200,79800,43800,Kartu Debit BSI / Mandiri,Dine In
FNB-20251817,2025-05-15 21:48:00,OUT-02,MNU-02,1,85000,48000,85000,0,85000,37000,Kartu Kredit,Online Delivery Instant
FNB-20251818,2025-02-04 08:59:00,OUT-02,MNU-05,3,90000,52000,270000,0,270000,114000,QRIS / E-Wallet,Catering & Parcel
FNB-20251819,2025-01-05 14:30:00,OUT-01,MNU-04,1,82000,45000,82000,0,82000,37000,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251820,2025-08-10 10:58:00,OUT-02,MNU-06,3,45000,24000,135000,6750,128250,56250,Kartu Debit BSI / Mandiri,Catering & Parcel
FNB-20251821,2025-03-14 17:47:00,OUT-03,MNU-10,1,55000,28000,55000,2750,52250,24250,Tunai / Cash,Catering & Parcel
FNB-20251822,2025-07-01 21:00:00,OUT-02,MNU-02,5,85000,48000,425000,0,425000,185000,Kartu Debit BSI / Mandiri,Takeaway
FNB-20251823,2025-01-02 18:31:00,OUT-04,MNU-08,1,28000,12000,28000,1400,26600,14600,QRIS / E-Wallet,Catering & Parcel
FNB-20251824,2025-04-10 09:31:00,OUT-02,MNU-04,2,82000,45000,164000,0,164000,74000,QRIS / E-Wallet,Dine In
FNB-20251825,2025-01-06 16:21:00,OUT-01,MNU-03,1,68000,36000,68000,6800,61200,25200,QRIS / E-Wallet,Dine In
